n;nombre;unidad_medida;precio_unitario;saldo_inicial;entradas;salidas;saldo_final
297;ESPAGUETTI;PQTES;41,93;0;0;0;0
298;GALLETA DULCE HORNEADA FRUTILLIN X 60 UND;CJA;26;0;0;0;0
299;GALLETA DULCE HORNEADA X 60 UND;CJA;26;0;0;0;0
300;HOJAS DE LAUREL;LIBRA;30;0;0;0;0
301;JUGOX 10 UND;BOLSA;7,75;0;0;0;0
302;KETCHUP;UND;63,2;20;4;21;3
303;LECHE CORRESPONDIENTE AL 2DO SEMESTRE 2025;GLOBAL;12577,5;0;1;1;0
304;LECHE CORRESPONDIENTE AL 2DO SEMESTRE DE 2024;GLOBAL;35349,7;0;0;0;0
305;LECHE DESCREMADA CORRESPONDIENTE 1ER SEMESTRE 2025;GLOBAL;5925;0;1;1;0
306;LECHE FLUIDA CORRESPONDIENTE 1ER SEMESTRE 2025;GLOBAL;5015;0;1;1;0
307;LECHE FLUIDA CORRESPONDIENTE AL 2 SEMESTRE 2023;GLOBAL;37000;0;0;0;0
308;LECHE KREAM 960ML;BOLSA;5;0;0;0;0
309;LECHE KREAM DESLACTOSADA 800ML;BOLSA;5,7;0;0;0;0
310;MAICENA;PQTES;15;0;0;0;0
311;MAYONESA;UND;75,23;14;0;10;4
312;PAN CORRESPONDIENTE 1ER SEMESTRE 2025;GLOBAL;15205,5;0;1;1;0
313;PAN CORRESPONDIENTE AL 1ER SEMESTRE 2024;GLOBAL;40541,55;0;0;0;0
314;PAN CORRESPONDIENTE AL 2 SEMESTRE 2023;GLOBAL;58439,71;0;0;0;0
315;PAN CORRESPONDIENTE AL 2DO SEMESTRE 2024;GLOBAL;51520;0;0;0;0
316;PAN CORRESPONDIENTE AL 2DO SEMESTRE 2025;GLOBAL;44754,08;0;1;1;0
317;PESCADO;KG;60;0;83;83;0
318;PIMIENTA;LIBRA;471;1;1;1;1
319;POLVO DE HORNEAR X 1 KG;UND;48;10;0;8;2
320;POLVO DE HORNEAR X 12 UNIDADES;CJA;32;0;0;0;0
321;TOJORI;QQ;594,48;14;0;14;0
322;VERDURAS FRUTAS Y OTROS CORRESPONDIENTE AL 1ER SEMESTRE 2024;GLOBAL;275048,2;0;0;0;0
323;VERDURAS FRUTAS Y OTROS CORRESPONDIENTE AL 2DO SEMESTRE 2024;GLOBAL;451970;0;0;0;0
324;VERDURAS, FRUTAS Y OTROS CORRESPONDIENTE 1ER SEMESTRE 2025;GLOBAL;213396,4;0;0;0;0
325;VERDURAS, FRUTAS Y OTROS CORRESPONDIENTE AL 2 SEMESTRE 2023;GLOBAL;328416,8;0;0;0;0
326;VERDURAS, FRUTAS Y OTROS DICIEMBRE 2024;GLOBAL;64009,94;1;0;1;0
327;VERDURAS,FRUTAS Y OTROS CORRESPONDIENTE AL 2DO SEMESTRE 2025;GLOBAL;366720,7;0;0;0;0
328;WILKAPARU;QQ;498,67;6;0;4;2
329;YOGURT X 10 UND;BOLSA;8,75;0;0;0;0
331;ACEITE COMESTIBLE  X 20 LTS;BIDON;445;4;103;71;36
332;ANIS;LIBRA;19,49;52;0;52;0
333;ARROZ;QQ;436;17;142;159;0
334;AVENA A GRANEL;QQ;370,63;2;19;21;0
335;AVENA X 10 KG;BOLSA;150;0;0;0;0
336;AZUCAR GUABIRA;KG;4,7;0;0;0;0
337;CAFE;KG;46,78;156;0;156;0
338;CAFE  1/2 KILO;BOLSA;16;0;0;0;0
339;CAFE 1 KILO;BOLSA;37,28;0;0;0;0
340;CANELA;LIBRA;98,77;58;25;83;0
341;CARNE DE POLLO CORRESPONDIENTE AL 1ER SEMESTRE 2023;GLOBAL;18444,46;0;0;0;0
342;CARNE DE RES CORRESPONDIENTE AL 1ER SEMESTRE 2023;GLOBAL;342941,2;0;0;0;0
343;CHOCOLATE  EN BARRA;PQTES;28,63;311;250;553;8
344;COLORANTE;LIBRA;13,59;0;0;0;0
345;COMINO;LIBRA;33,99;97;10;97;10
346;FIDEO DE 1/2 KILO;BOLSA;4,5;0;0;0;0
347;FIDEO DE 22,60 KG;BOLSA;268,9;28;10;37;1
348;GALLETA (H3);CJA;312;78;185;263;0
349;GELATINA;UND;22,39;75;20;95;0
350;HARINA BLANCA;QQ;286,3;3;9;9;3
351;HARINA DE API FORTIFICADO DE 1 KILO;KG;0;0;0;0;0
352;HARINA DE CHOCLO;QQ;402,85;0;0;0;0
353;HUEVO;UND;0;0;0;0;0
354;LECHE FLUIDA CORRESPONDIENTE AL 1ER SEMESTRE 2023;GLOBAL;30880,2;0;0;0;0
355;LENTEJA;QQ;684,9;5;8;8;5
356;LINAZA MOLIDA;QQ;587,18;1;0;1;0
357;MAIZ MOLIDO;QQ;0;0;0;0;0
358;MAIZ PELADO;QQ;657,95;0;15;15;0
359;MAIZENA DE 25 KG;SACO;282,02;6;10;16;0
360;MANI PELADO;QQ;673,5;10;9;12;7
361;MOSTAZA;UND;64,55;34;0;20;14
362;NESCAFE X 96 UNID.;CJA;18,13;0;0;0;0
363;OREGANO;LIBRA;24,33;77;22;77;22
364;PAN CORRESPONDIENTE AL 1ER SEMESTRE 2023;GLOBAL;52599,62;0;0;0;0
365;PAN MOLIDO;QQ;312,77;0;9;9;0
366;POLVO DE HORNEAR 1 KILO;BOLSA;16;0;0;0;0
367;QUINUA;QQ;1100,98;4;7;11;0
368;SAL YODADA 1 KILO;KG;1,51;340;110;408;42
369;SAL YODADA 2 KILO;BOLSA;4;0;0;0;0
370;SALSA SOYA DE 5 LITROS;BIDON;47,78;34;33;67;0
371;SEBADA;QQ;320;0;0;0;0
372;SEMOLA;QQ;357,44;10;12;22;0
373;SOPAS MAGUI X 24 UNID.;UND;0;0;0;0;0
374;TALLARIN  (C/U DE 400 GR.);PQTES;7,94;0;0;0;0
375;TE A GRANEL;LIBRA;26,77;71;0;60;11
376;TOJORI DE 200 GR.;BOLSA;5;0;0;0;0
377;TRIGO;QQ;462,71;15;6;16;5
378;VERDURAS, FRUTAS Y OTROS CORRESPONDIENTE AL 1ER SEMESTRE 2023;GLOBAL;269600;0;0;0;0
379;WILKAPARU DE 140 GR.;BOLSA;4,5;0;0;0;0
380;PAPEL BOND DE TAMAÑO/CARTA DE 500 HOJAS;PQTES;34;160;0;13;147
381;PAPEL BOND DE TAMAÑO/OFICIO DE 500 HOJAS;PQTES;40;15;0;15;0
382;PAPEL BOND T/CARTA DE COLOR;PQTES;80;0;240;240;0
383;PAPEL BOND T/OFICIO DE COLOR;PQTES;100;0;0;0;0
384;BANNER DE 1 X 1 CON OJALES;PZA;70;0;0;0;0
385;BANNER DE 1.5 X 3 CON OJALES;PZA;315;0;0;0;0
386;BANNER DE 2 X 2 CON OJALES;PZA;280;20;0;20;0
387;BANNER DE 3 X 2 CON OJALES;PZA;420;0;0;0;0
388;BANNER DE 7 X 3 CON OJALES;PZA;1470;0;0;0;0
389;BANNER FULL COLOR DE 1 M X 0.50 CM;UND;50;0;0;0;0
390;BANNER FULL COLOR DE 3M X 1M 50CM;UND;300;0;0;0;0
391;BANNER FULL COLOR DE 3M X 3M;UND;500;0;0;0;0
392;CARNET DE VACUNACION;UND;0,25;0;0;0;0
393;CARNETS DE VACUNA NIÑAS;UND;3,05;0;0;0;0
394;CARNETS DE VACUNA NIÑOS;UND;3,05;0;0;0;0
395;REVISTA MEDICA GALENUS;PZA;178;0;0;0;0
396;MANUAL DE BIOSEGURIDAD HOSPITALARIA;PZA;190;0;0;0;0
397;REGLAMENTO DE BIOSEGURIDAD HOSPITALARIA;PZA;190;1170;0;1170;0
398;CUERINA;MTS.;45;150;0;50;100
399;HILO BLANCO PROFESIONAL;PZA;14;1;22;1;22
400;PASTO SINTETICO;ROLLO;14500;0;0;0;0
401;PUÑOS;PARES;7;0;0;0;0
402;SEDA NEGRA TRENSADA N2 DE 25 YARDAS;UND;0;0;0;0;0
403;TEJIDO ELÁSTICO DE 1 CM (LIGA);ROLLO;98,5;15;0;0;15
404;TELA BRAMANTE CELESTE;MT2;39,71;0;240;240;0
405;TELA BRAMANTE VERDE;MT2;35;0;0;0;0
406;TELA DE PAÑO;ROLLO;500;0;0;0;0
407;TELA FRANELA;MTS.;36,71;0;0;0;0
408;TELA JERSEY PARA PUÑOS;MTS.;45,5;20;0;20;0
409;TELA MOSQUETERO;MTS.;38;0;0;0;0
410;TELA PANAMA;MTS.;37,33;0;0;0;0
411;TELA PARA EL PERSONAL;MTS.;166,13;236;0;30;206
412;TELA POPELINA BLANCO;MTS.;29;0;0;0;0
413;TELA POPELINA CELESTE;MTS.;25,5;0;0;0;0
414;TELA POPELINA VERDE;MTS.;15;0;0;0;0
415;TELA ROMPEVIENTOS ROJO;MTS.;15;0;0;0;0
416;TELA TOALLA DE COLOR;MTS.;40,67;0;0;0;0
417;TELA TOCUYO DOBLE;MTS.;23;0;0;0;0
418;TELA TOCUYO SIMPLE;MT2;27,86;0;0;0;0
419;TELA TOCUYO TORCIDO BLANCO;MTS.;38,1;1170;0;1170;0
420;CHAMARRA PARA INTERNOS ENFERM (AZUL/VERDE);PZA;104,4;0;0;0;0
421;CHAMARRA TIPO PARKA;PZA;140;1;0;1;0
422;CHAQUETA ENFERMERIA;PZA;0;0;0;0;0
423;CHAQUETAS INSTITUCIONALES;PZA;109,5;70;0;0;70
424;ALMOHADAS;PZA;34,5;0;0;0;0
425;CAMPO DOBLE 75*90CM;UND;65;15;0;15;0
426;CAMPO NEONATO 40*40CM;UND;15;0;240;240;0
427;CAMPO NEONATO 50*40CM;UND;18;0;0;0;0
428;CAMPO SIMPLE 75*90CM;UND;40;0;0;0;0
429;CAPAS DE ENFERMERIA T/LARGO COLOR AZUL C/LOGOTIPO;UND;291,45;0;0;0;0
430;COMPRESA DOBLE 30*40CM;UND;50;20;0;20;0
431;COMPRESA DOBLE 35*35CM;UND;20;0;0;0;0
432;CORTINAS;PZA;90;0;0;0;0
433;CUBRECAMA;PZA;95;0;0;0;0
434;EDREDON;PZA;158,5;6;0;0;6
435;FRAZADA;PZA;82,65;0;0;0;0
436;MANTA DE NIDOS 200*165 CM;UND;100;0;0;0;0
437;SABANAS INSTITUCIONAL HOSPITAL GENERAL SAN JUAN DE DIOS;JUEGO;177,33;0;0;0;0
438;SABANAS Y SOBRESABANAS;PZA;149,44;0;0;0;0
439;CORTINAS HOSPITALARIAS CON SOPORTE DE ALUMINIO;GLOBAL;159,02;0;0;0;0
440;GUARDAPOLVO PARA MEDICO;PZA;120,25;0;0;0;0
441;PIJAMA;PZA;126,15;1170;0;1170;0
442;POLERAS INSTITUCIONALES;PZA;95;0;0;0;0
443;ROPA DE TRABAJO ACTIVOS/ALMACENES;PZA;100;1;0;1;0
444;TRAJE DE BIOSEGURIDAD TIPO MAMELUCO IMPERMEABLE;PZA;113;0;0;0;0
445;UNIFORME DE ENFERMERIA;PZA;160;0;0;0;0
446;UNIFORME DE MEDICOS;PZA;160;0;0;0;0
447;VESTIMENTA HOSPITAL GENERAL BLOQUE CENTRAL;PZA;173,33;35;0;15;20
448;VESTUARIO DE TRABAJO Y PRESENTACION DE 2 PIEZAS;PZA;190;0;240;240;0
449;BATA DE BIOSEGURIDAD DESCARTABLE NEGRO;PZA;22;0;0;0;0
450;BATA QUIRURGICAS;PZA;149,9;5;0;0;5
451;CHALECOS INSTITUCIONALES;UND;130;0;0;0;0
452;CHAMARRA INSTITUCIONAL DE INVIERNO;PZA;205;1210;0;1141;69
453;INDUMENTARIA INSTITUCIONAL PARKAS;PZA;94,5;0;0;0;0
454;OVEROL CON CAPUCHA DESECHABLE;PZA;80;0;0;0;0
455;OVEROL DESCARTABLE TYVEK TALLAS S,M,L,XL,2XL;PZA;60;0;0;0;0
456;OVEROLES DE BIOSEGURIDAD;PZA;97,5;0;0;0;0
457;PRENDAS DE VESTIR DE BIOSEGURIDAD;UND;75;0;0;0;0
458;ROPA DE AGUA;PZA;110;0;0;0;0
459;ROPA DE TRABAJO ADMINISTRATIVO;UND;171,25;0;0;0;0
460;ROPA DE TRABAJO BIOMEDICINA;PZA;260;0;0;0;0
461;ROPA DE TRABAJO DE  2 PIEZAS;GLOBAL;120;0;0;0;0
462;ROPA DE TRABAJO DE DOS PIEZAS TÉRMICA;GLOBAL;320;0;0;0;0
463;ROPA DE TRABAJO INFRAESTRUCTURA;PZA;323,33;1170;0;1170;0
464;ROPA DE TRABAJO NUTRICION;PZA;177,5;0;0;0;0
465;ROPA DE TRABAJO PARA PERSONAL DE ENFERMERIA;PZA;144,22;50;0;1;49
466;ROPA DE TRABAJO PARA PERSONAL MEDICO Y COMPLEMENTARIO;PZA;93,82;25;0;0;25
467;ROPA DE TRABAJO PERSONAL CONDUCTORES;PZA;168,33;0;0;0;0
468;ROPA DE TRABAJO PERSONAL LAVANDERÍA;PZA;138,33;0;0;0;0
469;ROPA DE TRABAJO PERSONAL MANUAL;PZA;131,8;1;0;0;1
470;ROPA DE TRABAJO PERSONAL PORTERIA;PZA;138,33;0;240;240;0
471;ROPA DE TRABAJO SISTEMAS;PZA;260;0;0;0;0
472;ROPA DE TRABAJO UNIFORME AUXILIARES EN ENFERMERIA;PZA;145,3;54;0;0;54
473;TRAJE DESCARTABLES DE BIOSEGURIDAD;PZA;77;0;0;0;0
474;BOTAS DE TRABAJO PUNTA METALICA;PARES;1050;20;0;20;0
475;BOTAS DESCARTABLES (TELA GALLETA);PARES;8;0;0;0;0
476;ACEITE LUBRICANTE PARA MOTOR AESCULAR PARA CRANEOTOMO Y MOTORES A BATERIA AESCULAR;UND;700;0;0;0;0
477;BARNIZ DE 3.5 LT;LATA;140;0;0;0;0
478;COLA DE MADERA;KG;30;0;0;0;0
479;CUBETAS UAS800 X 600 PARA SIEMENS DCA;CJA;10573;0;0;0;0
480;DIESEL;LITRO;3,72;0;0;0;0
481;LUBRICANTE PARA VEHICULO;LITRO;100;0;0;0;0
482;RP500 MCART LAC 750 TEST;CJA;13544,1;0;0;0;0
483;SILICONA;TUBO;12,5;0;0;0;0
484;LUBRICANTE WD-40;UND;40;0;0;0;0
485; CUBETAS DE REACCION PARA ANALIZADOR INMUNOENSAYO (CLIA) CL 1200I;KIT;6010;1170;0;1170;0
486; STIMUPLEX A 50 MM G22;UND;99,75;0;0;0;0
487;25-OH-VITAMINA D CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;840;1;0;1;0
488;25-OH-VITAMINA D CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;873;0;0;0;0
489;25-OH-VITAMINA D CLIA (CL 1200I) 1X  50T;KIT;3460;0;0;0;0
490;25-OH-VITAMINA D CLIA (CL 900I) 2X50T;KIT;3895;0;0;0;0
491;ABPM CUFF MEDIUM;PZA;700;0;0;0;0
492;ABPM CUNN FEM FEM;PZA;300;0;0;0;0
493;ACCESSORY PACK NEPHSTAR X 200;UND;1500;0;0;0;0
494;ACEITE DE INMERSION;FRASCO;55,5;0;0;0;0
495;ACEITE DE INMERSION X 100ML;FRASCO;120;0;4;4;0
496;ACEITE DE INMERSION X 50ML;FRASCO;111;0;0;0;0
497;ACEITE MINERAL PARA SISTEMA DE VACUM,;LITRO;325;0;5;5;0
498;ACID/BASE 1&2 IATA - CENTAUR - CONS - 2X1500ML P/MODELO XPT;KIT;949;10000;0;10000;0
499;ACID/BASE 1&2 IATA-CENTAUR-CONS.2*1500 ML PARA MOD.XPT;KIT;949;10000;0;10000;0
500;ACIDO ACETICO GLACIAL;FRASCO;178,82;0;0;0;0
501;ÁCIDO CÍTRICO;BIDON;249,99;0;0;0;0
502;ACIDO FORMICO (DECALCIFICADOR) 1000 ML;LITRO;378;0;0;0;0
503;ACIDO PARACETICO;BIDON;390;0;5;5;0
504;ACIDO URICO;KIT;225;0;5;5;0
505;ACIDO URICO;KIT;479;0;6;6;0
506;ACIDO URICO 10X50 ML A-25;KIT;519;0;0;0;0
507;ACIDO URICO 10X50ML A-25;KIT;519;0;0;0;0
508;ACIDO URICO 6*22 ML;KIT;660;0;0;0;0
509;ACIDO URICO COLORIMETRICO X 200 ML;KIT;249;0;0;0;0
510;ACIDO URICO FS TBHBA X 125 DET. PARA DYASIS;KIT;578;0;0;0;0
511;ACIDO URICO UA R1 6X40ML +R2 2X32ML PARA BS-240PRO;KIT;2380;0;0;0;0
512;ACIDO URICO X 200 ML COLORIMETRICO;KIT;260,5;0;0;0;0
513;ACLARANTE HISTOLOGICO (BIOCLEAR);LITRO;285,33;35;0;0;35
514;ACLARANTE HISTOLOGICO X 1000 ML;LITRO;159,5;0;0;0;0
515;ACLARANTE HISTOLOGICO X 5000 ML;LITRO;745;0;0;0;0
516;ACTH CALIBRADOR 3X2ML PARA CL-900I;KIT;2090;0;3;3;0
517;ACTH CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;2090;0;0;0;0
518;ACTH CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;2183;0;0;0;0
519;ACTH CLIA (CL 1200I) 2X 50T;KIT;3550;0;0;0;0
520;ACTH CLIA (CL 900I) 2X50T;KIT;3989;0;0;0;0
521;ACTH ELISA * 96 PRUEBAS;KIT;4249,5;0;0;0;0
522;ACTH ELISA X 96 DETERMINACIONES;KIT;4724,5;3143;0;3143;0
523;ACTH ELISA X 96 DETERMINACIONES;KIT;2390;0;0;0;0
524;ACTIN APTT 10 X 2 ML + CLORURO DE CALCIO 2X15ML;KIT;1518;0;0;0;0
525;ACUMULADOR;PZA;2810;0;0;0;0
526;ACUMULADOR DE ENERGIA;GLOBAL;2810;2;20;22;0
527;ADITIVE FOR WASH SOLUTION 2 X 250ML PICTUS 500;KIT;940;0;0;0;0
528;ADQUISICION DE CIRCUITO PARA SISTEMA DE ALTO FLUJO AIRVO 2 PARA EL COMPLEJO HOSPITALARIO SAN JUAN DE DIOS BLOQUE COREA;PZA;1850;0;0;0;0
529;ADQUISICION DE FILTROS BACTERIANOS PARA MANTENIMIENTO DE EQUIPO LAVAMANOS QUIRUGICOS;PZA;558;0;0;0;0
530;ADQUISICION DE FILTROS HEPA PARA VENTILADOR HAMILTON C-3;PZA;600;0;0;0;0
531;ADQUISICION DE SET CORRUGADOS DESCARTABLES PARA VENTILADOR MECANICO VYAIREN;PZA;2800;44;0;44;0
532;ADVIA 360/560 CALIBRATOR HEMATOLOGY CAL 2*3 ML;KIT;1120;0;0;0;0
533;ADVIA 360/560 DILUENT HEMATOLOGY CONS 20 L;KIT;520;0;0;0;0
534;ADVIA 360/560 DILUENT HEMATOLOGY CONS 20L;KIT;563;50;0;50;0
535;ADVIA 360/650 DILUENT HEMATOLOGY CONS 20L;KIT;520;285;0;285;0
536;ADVIA 560 5P DIFF HEMATOLOGY CONS 1 L;KIT;781;0;0;0;0
537;ADVIA 560 5P DIFF HEMATOLOGY CONS 1 L;KIT;781;0;0;0;0
538;ADVIA 560 5P DIFF HEMATOLOGY CONS 1 L;KIT;781;0;0;0;0
539;ADVIA 560 5P DIFF HEMATOLOGY CONS 1L;KIT;781;0;0;0;0
540;ADVIA 560 CONTROL 3 - LEVEL HEMATOLOGHY CTL 6*3 ML;KIT;1418,5;440;0;440;0
541;ADVIA 560 CONTROL 3 LEVEL HEMATOLOGY CTL 6 X 3 ML;KIT;1577;440;0;440;0
542;ADVIA 560 DIFF HEMATOLOGY CONS 1L;KIT;781;0;0;0;0
543;ADVIA 560 LYSE 5P;KIT;2573;180;0;180;0
544;ADVIA 560 LYSE 5P HEMATOLOGY RGT 900 TESTS (5L);KIT;2783;0;0;0;0
545;ADVIA 560 LYSE 5P HEMATOLOGY RGT900 TESTS 5L;KIT;2573;0;0;0;0
546;ADVIA 560 LYSE 5P HEMATOOGY RGT 900 TEST 5L;KIT;2573;0;0;0;0
547;ADVIA CENTAUR XP WASH 1;KIT;981;28;0;28;0
548;ADVIA CENTAUR XP WASH 1 PRINCIPAL;KIT;972;320;0;320;0
549;ADVIA CONTROL 560;KIT;2525;280;0;280;0
550;AFP CALIBRADOR 3X2ML PARA CL-900I;KIT;1670;280;0;280;0
551;AFP CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1670;0;0;0;0
552;AFP CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1746;0;0;0;0
553;AFP CLIA (CL 1200I) 2X 50T;KIT;1670;0;0;0;0
554;AFP CLIA (CL 900I) 2X50T;KIT;1877;0;0;0;0
555;AFP ELISA X 96 DETERMINACIONES;KIT;1490;0;0;0;0
556;AGAR BASE UREA + UREA 40% X 500 G;FRASCO;1959;0;0;0;0
557;AGAR BHI X 500G;FRASCO;740;0;0;0;0
558;AGAR BILIS ESCULINA 500G;FRASCO;2600;0;0;0;0
559;AGAR CHOCOLATE SUPLEMENTO 500G;FRASCO;1720;0;0;0;0
560;AGAR CITRATO;FRASCO;1510;0;0;0;0
561;AGAR CLED 500 G;FRASCO;670;2;0;2;0
562;AGAR MANITOL SALADO 500G;FRASCO;350;0;0;0;0
563;AGAR MIO;FRASCO;3100;0;0;0;0
564;AGAR MULLER HINTON 500G;FRASCO;1165;0;0;0;0
565;AGAR MULLER HINTON 500G;FRASCO;980;115;0;115;0
566;AGAR NUTRITIVO;FRASCO;1430;0;0;0;0
567;AGAR SALMONELLA SHIGUELLA;FRASCO;1320;0;0;0;0
568;AGAR SANGRE 500G;FRASCO;1167;0;0;0;0
569;AGAR TSI 500G;FRASCO;870;0;0;0;0
570;AGAR XLD 500 G;FRASCO;2750;80;0;80;0
571;AGENTE QUIMICO CO2;KG;47;11;0;11;0
572;AGENTE QUIMICO TIPO PQS - ABC;KG;45,5;0;0;0;0
573;AGUA DESIONIZADA;BIDON;58;70;0;70;0
574;AGUA DESTILADA SACHET DE 1 LITRO;UND;12,54;0;0;0;0
575;AGUA DESTILADA X 10 LITROS;BIDON;50;0;120;120;0
576;AGUA DESTILADO X 1 LITRO;FRASCO;17,06;0;0;0;0
577;AGUJA P/ANESTESIA PERIDURAL BISEL TOUCHY PERICAN G18;UND;28,8;0;0;0;0
578;AGUJA P/ANESTESIA PERIDURAL BISEL TOUHY;UND;28,8;0;0;0;0
579;AGUJA P/ANESTESIA RAQUIDEA BISEL QUINCKE G 26;UND;30,78;0;0;0;0
580;AGUJA P/ANESTESIA RAQUIDEA QUINCKE G26 SPINOCAN G26;UND;30,78;0;0;0;0
581;ALANINA AMINOTRANSFERASA (GPT/ALT) R1 4X35ML+R2 2X18ML PARA BS-240PRO;KIT;1370;0;0;0;0
582;ALANINA AMINOTRANSFERASA (GPT/ALT) R1 4X35ML+R2 2X18ML PARA BS-240PRO;KIT;610;15;0;15;0
583;ALANINA AMINOTRANSFERASA GPT/ALT;KIT;230;0;240;240;0
584;ALAT GPT X 125 DET PARA DYASIS;KIT;613;0;0;0;0
585;ALBUMINA;KIT;160;0;0;0;0
586;ALBUMINA 5 X 50 ML A-25;KIT;90;0;0;0;0
587;ALBUMINA 5X50 ML A-25;KIT;100;20;0;20;0
588;ALBUMINA 8 X 21 ML;KIT;436;0;0;0;0
589;ALBUMINA 8X21 ML;SET;420;0;0;0;0
590;ALBUMINA COLORIMETRICO 250 ML;KIT;90;0;0;0;0
591;ALBUMINA FS 6X25ML PARA DYASIS;KIT;578;0;0;0;0
592;ALBUMINA R 4X40ML PARA BS-240PRO;KIT;500;0;0;0;0
593;ALBUMINA X 250 ML;KIT;90,5;0;0;0;0
594;ALBUNIMA 8*21 ML;KIT;420;0;0;0;0
595;ALCOHOL ABSOLUTO;LITRO;247,8;0;0;0;0
596;ALCOHOL CORRIENTE;LATA;306;0;0;0;0
597;ALFA  AMILASA CINETICA 2X30 ML;KIT;320;0;0;0;0
598;ALFA AMILASA CINETICA 2X30ML;KIT;383;1170;0;1170;0
599;ALFA AMILASA DIRECTA 5X20 ML A-25;KIT;855;0;0;0;0
600;ALFA AMILASA R1 1X38ML+R2 1X10ML PARA BS-240PRO;KIT;1570;1;0;1;0
601;ALFA AMILASA R1 1X38ML+R2 1X10ML PARA BS-240PRO;KIT;2350;0;0;0;0
602;ALFA AMILASA X 125 DET PARA DYASIS;KIT;3733;0;0;0;0
603;ALFA AMILAZA DIRECTA 5X20 ML A 25;KIT;971;0;0;0;0
604;ALFA FETO PROTEINA ELISA X 96;KIT;1040;18;0;18;0
605;ALFA FETO PROTEINA ELISA X 96 DETERMINACIONES;KIT;1040;0;0;0;0
606;ALFA-FETOPROTEINA (CLIA) 2X50T PARA CL 900I;KIT;1670;0;0;0;0
607;ALT/GPT 5 X 50 ML A-25;KIT;260;0;0;0;0
608;ALT/GPT 5X50 ML A-25;KIT;253;0;0;0;0
609;AMBU ADULTO,;UND;800;0;0;0;0
610;AMBU PEDIATRICO;PZA;420;9;0;0;9
611;AMBU PEDIATRICO,;UND;1100;6;0;6;0
612;AMBU/RESUCITADOR MANUAL ADULTO;PZA;600;0;0;0;0
613;AMBU/RESUCITADOR MANUAL NEONATAL;PZA;800;0;0;0;0
614;AMILASA  6X180 ML;SET;1920;0;0;0;0
615;AMILASA  ALPHA DIRECT 5X20 ML BSA;KIT;757;386;0;386;0
616;AMILASA  CINETICO;KIT;330;5;0;5;0
617;AMILASA 6*18 ML;KIT;1920;0;0;0;0
618;AMILASA ALHA DIRECT 6X25 ML;KIT;971;0;0;0;0
619;AMILASA ALPHA DIRECTA;KIT;315;15;0;15;0
620;AMILASA ALPHA DIRECTA;KIT;317,99;0;0;0;0
621;AMILASA DIRECTA;KIT;700;285;0;285;0
622;AMONIO CUATERNARIO DE 5TA GENERACION P-4D;LITRO;86;645;240;885;0
623;AMONIO CUATERNARIO DE 5TA GENERACION Y BIGUANIDA POLIMERICA 1000ML;FRASCO;160;0;0;0;0
624;ANA ELISA X 96 DETER;KIT;1701,5;0;0;0;0
625;ANA ELISA X 96 DETERMINACIONES;KIT;1569;854;0;854;0
626;ANA ELISA X 96 DETERMINACIONES;KIT;1640;59;0;59;0
627;ANCA C ELISA X 96 DETERMINACIONES;KIT;1721,49;4;0;4;0
628;ANCA P ELISA X 96 DETERMINACIONES;KIT;1721,49;145;0;145;0
629;ANCA-C ELISA X 96;KIT;1640;0;0;0;0
630;ANCA-C ELISA X 96 DETERMINACIONES;KIT;1627,25;0;0;0;0
631;ANCA-C ELISA X 96 DETERMINACIONES;KIT;4099,99;6;0;6;0
632;ANCA-DNA ELISA X 96 DETERMINACIONES;KIT;4070;50;0;50;0
633;ANCA-P ELISA X 96;KIT;1640;0;1;1;0
634;ANCA-P ELISA X 96 DETERMINACIONES;KIT;1636,25;0;0;0;0
635;ANCA-P ELISA X 96 DETERMINACIONES;KIT;4099,99;0;2;2;0
636;ANTI - BETA 2 MICROGLOBULINA ELISA X 96 DETERMINACIONES;KIT;1350;0;0;0;0
637;ANTI - CCP ELISA X 96 DETERMINACIONES;KIT;2550;0;6;6;0
638;ANTI - DNA ELISA X 96 DETERMINACIONES;KIT;1721,99;0;0;0;0
639;ANTI - TIROGLOBULINA ELISA X 96 DETERMINACIONES;KIT;1280;0;2;2;0
640;ANTI BETA 2 MIRCROGLOBULINA ELISA X 96 DETERMINACIONES;KIT;1414,5;0;0;0;0
641;ANTI CCP ELISA X 96 DETER;KIT;2750;0;10;10;0
642;ANTI CCP ELISA X 96 DETERMINACIONES;KIT;2575;0;0;0;0
643;ANTI DNA ELISA X 96 DETER;KIT;1619,99;0;0;0;0
644;ANTI DNA ELISA X 96 DETERMINACIONES;KIT;1613,33;0;0;0;0
645;ANTI TG ELISA X 96 DETERMINACIONES;KIT;1280;0;0;0;0
646;ANTI TIPO ELISA X 96;KIT;1350;0;0;0;0
647;ANTI TIROGLOBULINA (CLIA) 2X50T PARA CL 900I;KIT;3760;0;6;6;0
648;ANTI TIROGLOBULINA CALIBRADOR 3X2ML PARA CL 900I;KIT;1670;0;6;6;0
649;ANTI TIROGLOBULINA ELISA X 96;KIT;1280;0;0;0;0
